LOCATION,Country,VARIABLE,Variable,FREQUENCY,Frequency,TIME,Time,Value,Flag,Codes,Flags,,,,,
POL,Poland,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,3.11818127,
POL,Poland,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,5.996334153,
POL,Poland,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,9.076590508,
POL,Poland,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,12.33912394,
PRT,Portugal,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W23,12-Jun-22,6.28390248,,,,,,,,
PRT,Portugal,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W23,12-Jun-22,10.68004663,,,,,,,,
PRT,Portugal,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,3.985891801,
PRT,Portugal,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,8.867180748,
PRT,Portugal,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,8.116013474,
PRT,Portugal,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,15.45374805,
SVK,Slovak,Republic,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W23,12-Jun-22,4.539609563,,,,,,,
SVK,Slovak,Republic,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W23,12-Jun-22,9.13093241,,,,,,,
SVK,Slovak,Republic,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,2.317862687
SVK,Slovak,Republic,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,6.912539741
SVK,Slovak,Republic,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,6.472967119
SVK,Slovak,Republic,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,12.28706643
ESP,Spain,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W23,12-Jun-22,5.145157981,,,,,,,,
ESP,Spain,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W23,12-Jun-22,13.12474862,,,,,,,,
ESP,Spain,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,4.03095999,
ESP,Spain,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,6.002800352,
ESP,Spain,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,10.19581324,
ESP,Spain,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,14.98216584,
SWE,Sweden,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W23,12-Jun-22,3.348562956,,,,,,,,
SWE,Sweden,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W23,12-Jun-22,11.05176883,,,,,,,,
SWE,Sweden,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,2.387591157,
SWE,Sweden,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,4.454817684,
SWE,Sweden,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,9.513134281,
SWE,Sweden,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,12.36945257,
CHE,Switzerland,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W23,12-Jun-22,3.167567071,,,,,,,,
CHE,Switzerland,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W23,12-Jun-22,7.480219982,,,,,,,,
CHE,Switzerland,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,1.572618378,
CHE,Switzerland,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,4.318478654,
CHE,Switzerland,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,5.852427246,
CHE,Switzerland,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,9.546181256,
TUR,Türkiye,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W23,12-Jun-22,4.603300873,,,,,,,,
TUR,Türkiye,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W23,12-Jun-22,20.38924138,,,,,,,,
TUR,Türkiye,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,2.827762487,
TUR,Türkiye,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,5.574584065,
TUR,Türkiye,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,15.60839984,
TUR,Türkiye,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,24.44586327,
GBR,United,Kingdom,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W23,12-Jun-22,3.115624663,,,,,,,
GBR,United,Kingdom,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W23,12-Jun-22,17.62350751,,,,,,,
GBR,United,Kingdom,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,2.389337772
GBR,United,Kingdom,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,4.392221544
GBR,United,Kingdom,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,15.01779624
GBR,United,Kingdom,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,19.1991814
USA,United,States,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W23,12-Jun-22,1.2542479,,,,,,,
USA,United,States,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W23,12-Jun-22,8.439113911,,,,,,,
USA,United,States,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,0.757655577
USA,United,States,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,2.086546269
USA,United,States,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,6.795836863
USA,United,States,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,10.24356653
ARG,Argentina,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W23,12-Jun-22,7.977698491,,,,,,,,
ARG,Argentina,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W23,12-Jun-22,21.42158564,,,,,,,,
ARG,Argentina,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,5.061222575,
ARG,Argentina,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,9.86492227,
ARG,Argentina,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,16.56701723,
ARG,Argentina,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,24.24752668,
BRA,Brazil,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W23,12-Jun-22,3.91134868,,,,,,,,
BRA,Brazil,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W23,12-Jun-22,11.77875546,,,,,,,,
BRA,Brazil,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,1.764698126,
BRA,Brazil,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,5.453780481,
BRA,Brazil,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,9.653272582,
BRA,Brazil,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,14.16102768,
BGR,Bulgaria,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W23,12-Jun-22,4.722032497,,,,,,,,
BGR,Bulgaria,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W23,12-Jun-22,13.69784495,,,,,,,,
BGR,Bulgaria,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,2.751226718,
BGR,Bulgaria,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,7.338617156,
BGR,Bulgaria,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,11.09487746,
BGR,Bulgaria,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,16.22178395,
CHL,Chile,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W23,12-Jun-22,3.445353464,,,,,,,,
CHL,Chile,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W23,12-Jun-22,20.51093473,,,,,,,,
CHL,Chile,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,1.567028663,
CHL,Chile,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,5.277223095,
CHL,Chile,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,15.84793303,
CHL,Chile,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,23.13856169,
COL,Colombia,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W23,12-Jun-22,6.128942891,,,,,,,,
COL,Colombia,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W23,12-Jun-22,19.75600949,,,,,,,,
COL,Colombia,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,4.927228502,
COL,Colombia,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,7.25093874,
COL,Colombia,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,17.76859016,
COL,Colombia,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,21.57129259,
EST,Estonia,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W23,12-Jun-22,3.952225178,,,,,,,,
EST,Estonia,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W23,12-Jun-22,11.70947758,,,,,,,,
EST,Estonia,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,1.449012706,
EST,Estonia,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,6.611951054,
EST,Estonia,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,8.577940014,
EST,Estonia,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,13.78259226,
IND,India,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W23,12-Jun-22,10.21164357,,,,,,,,
IND,India,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W23,12-Jun-22,21.68031609,,,,,,,,
IND,India,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,7.457444718,
IND,India,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,14.52340256,
IND,India,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,15.9563634,
IND,India,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,27.42981507,
IDN,Indonesia,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W23,12-Jun-22,6.42970622,,,,,,,,
IDN,Indonesia,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W23,12-Jun-22,13.03799399,,,,,,,,
IDN,Indonesia,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,4.518725502,
IDN,Indonesia,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,11.98088676,
IDN,Indonesia,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,9.031566979,
IDN,Indonesia,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,18.76407903,
ISR,Israel,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W23,12-Jun-22,5.257271,,,,,,,,
ISR,Israel,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W23,12-Jun-22,15.90318431,,,,,,,,
ISR,Israel,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,3.906382069,
ISR,Israel,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,6.556998464,
ISR,Israel,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,12.47155194,
ISR,Israel,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,18.92079938,
LVA,Latvia,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W23,12-Jun-22,6.786286348,,,,,,,,
LVA,Latvia,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W23,12-Jun-22,12.63050843,,,,,,,,
LVA,Latvia,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,4.580895312,
LVA,Latvia,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,11.40536669,
LVA,Latvia,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,8.87946935,
LVA,Latvia,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,16.39715742,
LTU,Lithuania,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W23,12-Jun-22,3.824244006,,,,,,,,
LTU,Lithuania,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W23,12-Jun-22,9.945163796,,,,,,,,
LTU,Lithuania,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,2.296619291,
LTU,Lithuania,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,6.067989412,
LTU,Lithuania,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,7.799595416,
LTU,Lithuania,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,11.82994578,
ROU,Romania,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W23,12-Jun-22,5.204825652,,,,,,,,
ROU,Romania,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W23,12-Jun-22,12.06229626,,,,,,,,
ROU,Romania,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,3.850360772,
ROU,Romania,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,7.249839007,
ROU,Romania,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,8.39182056,
ROU,Romania,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,15.7841264,
SVN,Slovenia,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W23,12-Jun-22,5.033498102,,,,,,,,
SVN,Slovenia,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W23,12-Jun-22,11.73696097,,,,,,,,
SVN,Slovenia,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,2.675079321,
SVN,Slovenia,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,7.718310515,
SVN,Slovenia,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,7.951375645,
SVN,Slovenia,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,16.94193658,
ZAF,South,Africa,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W23,12-Jun-22,3.569332761,,,,,,,
ZAF,South,Africa,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W23,12-Jun-22,14.61591,,,,,,,
ZAF,South,Africa,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,2.412278935
ZAF,South,Africa,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,4.389762595
ZAF,South,Africa,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W23,12-Jun-22,12.15742923
ZAF,South,Africa,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W23,12-Jun-22,17.41905137
AUS,Australia,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W24,19-Jun-22,3.996401473,,,,,,,,
AUS,Australia,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W24,19-Jun-22,11.40455916,,,,,,,,
AUS,Australia,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W24,19-Jun-22,2.526533612,
AUS,Australia,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W24,19-Jun-22,4.616602914,
AUS,Australia,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W24,19-Jun-22,8.84093635,
AUS,Australia,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W24,19-Jun-22,14.96610859,
AUT,Austria,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W24,19-Jun-22,3.584674186,,,,,,,,
AUT,Austria,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W24,19-Jun-22,9.10345529,,,,,,,,
AUT,Austria,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W24,19-Jun-22,2.404875556,
AUT,Austria,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W24,19-Jun-22,4.689973903,
AUT,Austria,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W24,19-Jun-22,6.312495446,
AUT,Austria,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W24,19-Jun-22,11.45675721,
BEL,Belgium,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W24,19-Jun-22,3.583408009,,,,,,,,
BEL,Belgium,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W24,19-Jun-22,9.847372265,,,,,,,,
BEL,Belgium,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W24,19-Jun-22,2.565247199,
BEL,Belgium,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W24,19-Jun-22,4.94194055,
BEL,Belgium,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W24,19-Jun-22,8.685415105,
BEL,Belgium,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W24,19-Jun-22,12.03197967,
CAN,Canada,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W24,19-Jun-22,5.047222389,,,,,,,,
CAN,Canada,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W24,19-Jun-22,12.28162857,,,,,,,,
CAN,Canada,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W24,19-Jun-22,4.498537212,
CAN,Canada,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W24,19-Jun-22,5.668506759,
CAN,Canada,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W24,19-Jun-22,9.938576603,
CAN,Canada,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W24,19-Jun-22,15.2781211,
CZE,Czechia,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W24,19-Jun-22,4.292781747,,,,,,,,
CZE,Czechia,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W24,19-Jun-22,9.079612367,,,,,,,,
CZE,Czechia,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W24,19-Jun-22,2.966967836,
CZE,Czechia,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W24,19-Jun-22,7.173727375,
CZE,Czechia,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W24,19-Jun-22,5.552309532,
CZE,Czechia,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W24,19-Jun-22,10.71388999,
DNK,Denmark,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W24,19-Jun-22,3.976132793,,,,,,,,
DNK,Denmark,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W24,19-Jun-22,9.711437759,,,,,,,,
DNK,Denmark,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W24,19-Jun-22,2.349336311,
DNK,Denmark,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W24,19-Jun-22,5.643869583,
DNK,Denmark,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W24,19-Jun-22,7.901699474,
DNK,Denmark,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W24,19-Jun-22,11.63513017,
FIN,Finland,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W24,19-Jun-22,1.940655293,,,,,,,,
FIN,Finland,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W24,19-Jun-22,4.617384863,,,,,,,,
FIN,Finland,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W24,19-Jun-22,1.107404617,
FIN,Finland,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W24,19-Jun-22,3.539802115,
FIN,Finland,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W24,19-Jun-22,2.335684392,
FIN,Finland,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W24,19-Jun-22,6.531554953,
FRA,France,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W24,19-Jun-22,1.750865285,,,,,,,,
FRA,France,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W24,19-Jun-22,8.297547949,,,,,,,,
FRA,France,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W24,19-Jun-22,0.792411242,
FRA,France,HIGH_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,High,W,Weekly,2022W24,19-Jun-22,2.453953013,
FRA,France,LOW_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,Low,W,Weekly,2022W24,19-Jun-22,7.00875879,
FRA,France,HIGH_YO2Y,Weekly,tracker,(yo2y),-,Confidence,interval,-,High,W,Weekly,2022W24,19-Jun-22,10.28419394,
DEU,Germany,TRACKER_YOY,"Weekly tracker, year-on-year (YoY)",W,Weekly,2022W24,19-Jun-22,2.91335176,,,,,,,,
DEU,Germany,TRACKER_YO2Y,"Weekly tracker, year over 2 years (yo2y)",W,Weekly,2022W24,19-Jun-22,6.980123422,,,,,,,,
DEU,Germany,LOW_YOY,Weekly,tracker,(yoy),-,Confidence,interval,-,Low,W,Weekly,2022W24,19-Jun-22,1.433012732,
